ts,instrument,expiry,spot,atm,pcr,ce_oi,pe_oi,strikes,spot_hma,anchor_ce_h,anchor_ce_ltp,anchor_pe_h,anchor_pe_ltp,source
2026-08-20T09:26:22+05:30,SENSEX,2026-08-20,77393.34,77400,0.8523,40342500,34382140,50,76939.26,188.0,154.55,292.95,98.15,public-candle-OI
2026-08-20T09:43:37+05:30,SENSEX,2026-08-20,77469.8,77500,0.9161,48224760,44179480,50,77120.12,135.25,109.1,368.0,126.4,public-candle-OI
2026-08-21T14:33:40+05:30,SENSEX,2026-08-27,77565.11,77600,1.1608,5995500,6959400,50,77531.34,568.8,452.15,383.85,302.05,public-candle-OI
2026-08-21T14:50:54+05:30,SENSEX,2026-08-27,77549.49,77500,1.2113,5654460,6849000,50,77531.92,630.05,505.1,339.0,270.2,public-candle-OI
2026-08-21T15:08:13+05:30,SENSEX,2026-08-27,77545.08,77500,1.225,5328940,6528040,50,77532.83,630.05,507.5,339.0,263.15,public-candle-OI
2026-08-21T15:25:38+05:30,SENSEX,2026-08-27,77522.47,77500,1.0629,5562920,5912980,50,77528.58,630.05,498.0,339.0,265.9,public-candle-OI
2026-08-21T15:43:07+05:30,SENSEX,2026-08-27,77540.83,77500,1.0532,4925800,5187940,50,77527.6,630.05,475.5,339.0,274.85,public-candle-OI
2026-08-24T09:33:35+05:30,SENSEX,2026-08-27,77671.61,77700,1.0209,7000020,7146000,50,77571.27,459.75,396.8,319.95,255.8,public-candle-OI
2026-08-24T09:51:53+05:30,SENSEX,2026-08-27,77651.53,77700,0.9237,8116060,7497020,50,77623.69,459.75,376.8,319.95,272.7,public-candle-OI
2026-08-24T10:10:12+05:30,SENSEX,2026-08-27,77609.07,77600,0.9287,8553900,7944240,50,77641.1,520.0,416.3,300.0,245.4,public-candle-OI
2026-08-24T10:28:25+05:30,SENSEX,2026-08-27,77633.6,77600,0.9415,8502620,8005380,50,77654.03,520.0,426.0,300.0,240.95,public-candle-OI
2026-08-24T10:46:48+05:30,SENSEX,2026-08-27,77636.22,77600,0.953,8574700,8171600,50,77663.17,520.0,425.7,300.0,240.3,public-candle-OI
2026-08-24T11:05:09+05:30,SENSEX,2026-08-27,77479.62,77500,0.8686,8747900,7598260,50,77650.09,599.45,384.95,310.55,298.9,public-candle-OI
2026-08-24T11:23:27+05:30,SENSEX,2026-08-27,77424.92,77400,0.7974,9538800,7605960,50,77579.9,671.35,397.65,296.9,292.65,public-candle-OI
2026-08-24T11:41:49+05:30,SENSEX,2026-08-27,77328.98,77300,0.7599,9810860,7455340,50,77478.15,746.35,424.45,309.35,285.45,public-candle-OI
2026-08-24T12:00:10+05:30,SENSEX,2026-08-27,77327.7,77300,0.7538,10304220,7767000,50,77407.62,746.35,407.4,309.35,294.0,public-candle-OI
2026-08-24T12:18:24+05:30,SENSEX,2026-08-27,77339.1,77300,0.7655,10500040,8037340,50,77334.72,746.35,419.55,309.35,274.35,public-candle-OI
2026-08-24T12:36:42+05:30,SENSEX,2026-08-27,77317.41,77300,0.7617,10722840,8167300,50,77285.95,746.35,416.7,309.35,276.3,public-candle-OI
2026-08-24T12:55:06+05:30,SENSEX,2026-08-27,77288.04,77300,0.725,11142420,8078680,50,77256.16,746.35,390.8,309.35,296.55,public-candle-OI
2026-08-24T13:13:25+05:30,SENSEX,2026-08-27,77225.4,77200,0.7678,10661420,8185440,50,77230.65,829.05,419.9,304.75,279.6,public-candle-OI
2026-08-24T13:31:49+05:30,SENSEX,2026-08-27,77303.2,77300,0.6917,11437720,7911100,50,77224.12,746.35,386.0,353.95,288.1,public-candle-OI
2026-08-24T13:50:09+05:30,SENSEX,2026-08-27,77261.93,77300,0.6914,11636940,8045600,50,77225.36,746.35,368.9,353.95,311.45,public-candle-OI
2026-08-24T14:08:23+05:30,SENSEX,2026-08-27,77250.89,77300,0.6861,11763540,8071400,50,77225.35,746.35,368.75,353.95,309.1,public-candle-OI
2026-08-24T14:26:41+05:30,SENSEX,2026-08-27,77223.8,77200,0.7706,11077580,8536640,50,77218.67,829.05,429.0,304.75,260.0,public-candle-OI
2026-08-24T14:44:59+05:30,SENSEX,2026-08-27,77257.84,77300,0.7133,11160080,7960940,50,77222.51,746.35,411.55,353.95,269.25,public-candle-OI
2026-08-25T09:26:57+05:30,SENSEX,2026-08-27,77311.69,77300,0.8386,9296100,7795380,50,77289.91,406.3,355.55,330.0,242.65,public-candle-OI
2026-08-25T09:45:17+05:30,SENSEX,2026-08-27,77259.46,77300,0.8391,10499040,8809400,50,77316.54,409.9,313.5,330.0,254.4,public-candle-OI
2026-08-25T10:03:33+05:30,SENSEX,2026-08-27,77182.14,77200,0.8106,11035100,8945200,50,77301.0,474.8,328.25,280.55,238.95,public-candle-OI
2026-08-25T10:21:59+05:30,SENSEX,2026-08-27,77168.87,77200,0.7937,11628880,9229480,50,77261.81,474.8,322.55,280.55,240.1,public-candle-OI
