ts,instrument,expiry,spot,atm,pcr,ce_oi,pe_oi,strikes,spot_hma,anchor_ce_h,anchor_ce_ltp,anchor_pe_h,anchor_pe_ltp,source
2026-09-07T15:15:10+05:30,BANKNIFTY,2026-09-29,57051.8,57100,0.0,450,0,50,57101.23,986.65,813.3,572.2,512.7,public-candle-OI
2026-09-07T15:33:35+05:30,BANKNIFTY,2026-09-29,57088.3,57100,0.0,450,0,50,57092.88,986.65,802.3,572.2,514.35,public-candle-OI
2026-09-08T13:31:03+05:30,BANKNIFTY,2026-09-29,56751.15,56800,1.0322,7176120,7407450,50,56772.83,947.65,797.95,517.0,514.15,public-candle-OI
2026-09-08T13:48:50+05:30,BANKNIFTY,2026-09-29,56756.85,56800,1.0243,7221660,7397160,50,56744.44,947.65,807.2,519.7,503.0,public-candle-OI
2026-09-08T14:06:13+05:30,BANKNIFTY,2026-09-29,56798.6,56800,1.0191,7202670,7340340,50,56732.68,947.65,836.05,519.7,476.5,public-candle-OI
2026-09-08T14:23:38+05:30,BANKNIFTY,2026-09-29,56803.15,56800,1.0328,7133130,7367160,50,56738.12,947.65,827.7,519.7,480.0,public-candle-OI
2026-09-09T13:35:24+05:30,BANKNIFTY,2026-09-29,56635.95,56600,1.1724,5838300,6844860,50,56642.81,935.1,872.5,575.0,450.75,public-candle-OI
2026-09-09T13:54:50+05:30,BANKNIFTY,2026-09-29,56663.95,56700,1.1517,6069030,6989460,50,56665.52,867.0,812.7,621.0,484.0,public-candle-OI
2026-09-09T14:14:02+05:30,BANKNIFTY,2026-09-29,56672.15,56700,1.1539,6058290,6990510,50,56688.88,869.65,806.7,621.0,481.95,public-candle-OI
2026-09-09T14:33:21+05:30,BANKNIFTY,2026-09-29,56623.9,56600,1.1703,5867550,6866910,50,56696.45,935.1,860.1,575.0,452.0,public-candle-OI
2026-09-09T14:52:39+05:30,BANKNIFTY,2026-09-29,56509.35,56500,1.1795,5553240,6550200,50,56647.57,997.2,847.9,533.65,474.95,public-candle-OI
2026-09-09T15:11:54+05:30,BANKNIFTY,2026-09-29,56403.55,56400,1.2093,5279940,6384900,50,56561.48,1067.55,839.0,535.0,507.0,public-candle-OI
2026-09-09T15:31:07+05:30,BANKNIFTY,2026-09-29,56295.55,56300,1.2407,5001060,6205020,50,56486.03,1137.65,850.0,500.0,498.0,public-candle-OI
2026-09-09T15:50:33+05:30,BANKNIFTY,2026-09-29,56295.55,56300,1.2207,5036310,6147960,50,56486.03,1137.65,855.15,514.3,504.0,public-candle-OI
2026-09-10T13:34:16+05:30,BANKNIFTY,2026-09-29,56385.3,56400,1.1294,5653560,6385200,50,56423.35,908.5,809.0,559.45,496.0,public-candle-OI
2026-09-10T13:52:16+05:30,BANKNIFTY,2026-09-29,56387.0,56400,1.1235,5698710,6402750,50,56405.07,908.5,814.6,559.45,497.7,public-candle-OI
2026-09-10T14:10:01+05:30,BANKNIFTY,2026-09-29,56346.95,56300,1.1558,5463150,6314310,50,56389.42,973.2,848.0,512.25,477.0,public-candle-OI
2026-09-10T14:27:50+05:30,BANKNIFTY,2026-09-29,56344.95,56300,1.1412,5476770,6249990,50,56360.07,973.2,823.6,514.55,496.9,public-candle-OI
2026-09-10T14:45:37+05:30,BANKNIFTY,2026-09-29,56324.55,56300,1.1171,5536680,6185160,50,56336.21,973.2,815.9,530.0,491.65,public-candle-OI
2026-09-10T15:03:29+05:30,BANKNIFTY,2026-09-29,56278.2,56300,1.1006,5521170,6076680,50,56318.82,973.2,790.4,530.0,506.55,public-candle-OI
2026-09-10T15:21:11+05:30,BANKNIFTY,2026-09-29,56262.5,56300,1.0897,5515170,6009870,50,56297.41,973.2,785.1,530.0,505.0,public-candle-OI
2026-09-10T15:39:09+05:30,BANKNIFTY,2026-09-29,56471.95,56500,0.9992,6013620,6008520,50,56286.98,845.0,674.2,629.9,574.9,public-candle-OI
2026-09-11T13:29:39+05:30,BANKNIFTY,2026-09-29,56279.0,56300,1.1018,6104280,6725730,50,56261.39,820.6,790.0,835.75,534.15,public-candle-OI
2026-09-11T13:47:46+05:30,BANKNIFTY,2026-09-29,56292.95,56300,1.128,6042150,6815310,50,56291.67,848.0,806.9,835.75,527.0,public-candle-OI
2026-09-11T14:05:31+05:30,BANKNIFTY,2026-09-29,56588.7,56600,1.0577,6627510,7009980,50,56337.89,821.9,792.25,1010.8,553.3,public-candle-OI
2026-09-11T14:23:17+05:30,BANKNIFTY,2026-09-29,56491.5,56500,1.0928,6402960,6997320,50,56433.07,884.6,814.2,950.6,533.7,public-candle-OI
2026-09-11T14:41:04+05:30,BANKNIFTY,2026-09-29,56580.4,56600,1.0719,6622410,7098510,50,56500.38,823.5,791.4,1010.8,532.05,public-candle-OI
2026-09-11T14:58:47+05:30,BANKNIFTY,2026-09-29,56587.2,56600,1.0919,6597360,7203960,50,56581.95,828.9,790.45,1010.8,530.0,public-candle-OI
2026-09-11T15:16:27+05:30,BANKNIFTY,2026-09-29,56625.9,56600,1.0809,6475170,6999030,50,56625.2,828.9,774.15,1010.8,524.85,public-candle-OI
2026-09-11T15:34:17+05:30,BANKNIFTY,2026-09-29,56606.55,56600,1.0722,6409710,6872700,50,56661.19,828.9,801.05,1010.8,508.45,public-candle-OI
2026-09-14T14:20:00+05:30,BANKNIFTY,2026-09-29,56606.55,56600,1.0777,6385500,6881880,50,56661.19,828.9,818.9,945.4,493.9,public-candle-OI
2026-09-14T14:38:29+05:30,BANKNIFTY,2026-09-29,56606.55,56600,1.0777,6385500,6881880,50,56661.19,828.9,818.9,945.4,493.9,public-candle-OI
2026-09-14T14:56:34+05:30,BANKNIFTY,2026-09-29,56606.55,56600,1.0777,6385500,6881880,50,56661.19,828.9,818.9,945.4,493.9,public-candle-OI
2026-09-14T15:14:43+05:30,BANKNIFTY,2026-09-29,56606.55,56600,1.0777,6385500,6881880,50,56661.19,828.9,818.9,945.4,493.9,public-candle-OI
2026-09-14T15:32:49+05:30,BANKNIFTY,2026-09-29,56606.55,56600,1.0777,6385500,6881880,50,56661.19,828.9,818.9,945.4,493.9,public-candle-OI
2026-09-16T14:00:49+05:30,BANKNIFTY,2026-09-29,56199.0,56200,1.2887,4725600,6089820,50,56265.8,859.95,733.4,718.05,515.1,public-candle-OI
2026-09-16T14:19:17+05:30,BANKNIFTY,2026-09-29,56297.75,56300,1.0191,6836460,6967170,50,56266.52,796.2,711.1,767.4,530.75,public-candle-OI
2026-09-16T14:37:08+05:30,BANKNIFTY,2026-09-29,56307.3,56300,1.0213,6844050,6989550,50,56277.71,796.2,704.25,767.4,534.75,public-candle-OI
2026-09-16T14:54:48+05:30,BANKNIFTY,2026-09-29,56292.15,56300,1.0233,6827910,6986940,50,56286.78,796.2,698.55,767.4,541.0,public-candle-OI
2026-09-16T15:12:47+05:30,BANKNIFTY,2026-09-29,56240.35,56200,1.298,4626900,6005490,50,56285.89,859.95,724.1,718.05,516.8,public-candle-OI
2026-09-16T15:30:38+05:30,BANKNIFTY,2026-09-29,56292.45,56300,1.0091,6676830,6737490,50,56274.97,796.2,655.95,767.4,555.1,public-candle-OI
2026-09-16T15:48:29+05:30,BANKNIFTY,2026-09-29,56292.45,56300,1.0028,6626010,6644490,50,56274.97,796.2,659.0,767.4,566.1,public-candle-OI
2026-09-17T14:06:04+05:30,BANKNIFTY,2026-09-29,56113.05,56100,1.1443,4968600,5685420,50,56189.21,970.2,692.1,580.15,461.45,public-candle-OI
2026-09-17T14:24:36+05:30,BANKNIFTY,2026-09-29,56146.15,56100,1.1446,4967070,5685270,50,56135.19,970.2,698.0,580.15,439.0,public-candle-OI
2026-09-17T14:42:40+05:30,BANKNIFTY,2026-09-29,56153.65,56200,1.1128,5175930,5759700,50,56105.02,900.0,632.95,624.8,481.3,public-candle-OI
2026-09-17T15:00:36+05:30,BANKNIFTY,2026-09-29,56098.05,56100,1.1328,4941660,5598030,50,56086.25,970.2,665.0,580.15,471.7,public-candle-OI
2026-09-17T15:18:37+05:30,BANKNIFTY,2026-09-29,56137.45,56100,1.1574,4768950,5519730,50,56073.46,970.2,672.5,580.15,450.0,public-candle-OI
2026-09-17T15:37:41+05:30,BANKNIFTY,2026-09-29,56055.75,56100,1.1612,4712220,5471700,50,56074.92,970.2,644.1,580.15,466.0,public-candle-OI
2026-09-18T13:41:29+05:30,BANKNIFTY,2026-09-29,56291.0,56300,1.1154,6732000,7508790,50,56337.93,645.0,584.05,538.0,407.9,public-candle-OI
2026-09-18T14:00:02+05:30,BANKNIFTY,2026-09-29,56321.95,56300,1.1054,6714720,7422690,50,56348.91,645.0,576.2,538.0,408.2,public-candle-OI
2026-09-18T14:18:12+05:30,BANKNIFTY,2026-09-29,56427.3,56400,1.0992,6818970,7495560,50,56371.03,585.0,563.5,587.4,418.85,public-candle-OI
2026-09-18T14:36:18+05:30,BANKNIFTY,2026-09-29,56470.3,56500,1.0806,6987750,7550820,50,56398.87,534.3,521.7,637.65,441.0,public-candle-OI
2026-09-18T14:54:13+05:30,BANKNIFTY,2026-09-29,56487.05,56500,1.1057,6824610,7545990,50,56435.33,550.0,537.2,637.65,426.4,public-candle-OI
2026-09-18T15:12:14+05:30,BANKNIFTY,2026-09-29,56352.15,56400,1.1582,6391950,7403220,50,56448.96,609.9,546.6,587.4,414.2,public-candle-OI
2026-09-18T15:30:19+05:30,BANKNIFTY,2026-09-29,56358.7,56400,1.1548,6233550,7198530,50,56439.51,609.9,531.95,587.4,410.45,public-candle-OI
2026-09-18T15:48:31+05:30,BANKNIFTY,2026-09-29,56358.7,56400,1.1454,6178110,7076130,50,56439.51,609.9,532.85,587.4,413.15,public-candle-OI
2026-09-21T14:21:24+05:30,BANKNIFTY,2026-09-29,56625.45,56600,1.0842,7456890,8085000,50,56581.7,508.4,484.35,508.8,348.55,public-candle-OI
2026-09-21T14:39:43+05:30,BANKNIFTY,2026-09-29,56577.9,56600,1.0734,7488990,8039040,50,56617.4,508.4,461.6,508.8,361.65,public-candle-OI
2026-09-21T14:58:05+05:30,BANKNIFTY,2026-09-29,56553.1,56600,1.0544,7529100,7938750,50,56627.99,508.4,444.3,508.8,372.55,public-candle-OI
2026-09-21T15:16:12+05:30,BANKNIFTY,2026-09-29,56494.9,56500,1.0826,7140120,7730010,50,56616.68,568.0,483.9,469.3,344.65,public-candle-OI
2026-09-21T15:34:33+05:30,BANKNIFTY,2026-09-29,56470.65,56500,1.0776,6922890,7460190,50,56589.86,568.0,469.95,469.3,343.85,public-candle-OI
2026-09-22T13:58:43+05:30,BANKNIFTY,2026-09-29,56142.65,56100,1.0713,6511920,6975990,50,56155.24,816.0,491.55,305.8,291.2,public-candle-OI
2026-09-22T14:17:30+05:30,BANKNIFTY,2026-09-29,56318.05,56300,0.9729,7529970,7325850,50,56156.61,668.9,465.0,394.1,301.3,public-candle-OI
2026-09-22T14:35:39+05:30,BANKNIFTY,2026-09-29,56312.95,56300,1.0121,7409010,7498860,50,56191.82,668.9,467.75,394.1,288.3,public-candle-OI
2026-09-22T14:53:44+05:30,BANKNIFTY,2026-09-29,56283.95,56300,0.9883,7578840,7490460,50,56237.65,668.9,443.6,394.1,306.9,public-candle-OI
2026-09-22T15:11:37+05:30,BANKNIFTY,2026-09-29,56268.65,56300,0.9748,7617630,7425390,50,56257.68,668.9,437.6,394.1,309.5,public-candle-OI
2026-09-22T15:29:36+05:30,BANKNIFTY,2026-09-29,56280.95,56300,0.9881,7397400,7309140,50,56279.98,668.9,439.75,394.1,304.9,public-candle-OI
2026-09-22T15:47:46+05:30,BANKNIFTY,2026-09-29,56215.55,56200,1.1735,5887320,6908640,50,56278.1,744.6,550.85,348.2,233.35,public-candle-OI
2026-09-23T14:00:33+05:30,BANKNIFTY,2026-09-29,56549.55,56500,1.0204,8994330,9177810,50,56568.99,446.8,397.1,384.15,235.55,public-candle-OI
2026-09-23T14:19:06+05:30,BANKNIFTY,2026-09-29,56592.75,56600,0.9929,9315990,9250050,50,56569.9,385.0,362.0,438.1,259.65,public-candle-OI
2026-09-23T14:37:04+05:30,BANKNIFTY,2026-09-29,56558.7,56600,0.99,9315960,9222480,50,56577.29,385.0,341.6,438.1,266.0,public-candle-OI
2026-09-23T14:54:56+05:30,BANKNIFTY,2026-09-29,56539.25,56500,1.0048,9056400,9099660,50,56575.79,446.8,386.1,384.15,237.05,public-candle-OI
2026-09-23T15:13:06+05:30,BANKNIFTY,2026-09-29,56516.1,56500,0.979,8972580,8784030,50,56554.03,446.8,382.85,384.15,230.25,public-candle-OI
2026-09-23T15:31:17+05:30,BANKNIFTY,2026-09-29,56548.9,56500,0.9945,8732040,8683980,50,56543.29,446.8,409.9,384.15,208.55,public-candle-OI
2026-09-23T15:49:25+05:30,BANKNIFTY,2026-09-29,56548.9,56500,1.0005,8572590,8576520,50,56543.29,446.8,410.95,384.15,210.85,public-candle-OI
2026-09-24T13:53:18+05:30,BANKNIFTY,2026-09-29,55438.45,55400,1.0389,6484200,6736410,49,55580.16,843.9,473.95,381.55,340.95,public-candle-OI
2026-09-24T14:12:35+05:30,BANKNIFTY,2026-09-29,55422.5,55400,1.0051,6543450,6576570,49,55510.32,843.9,484.0,405.9,333.0,public-candle-OI
2026-09-24T14:31:36+05:30,BANKNIFTY,2026-09-29,55432.3,55400,1.0138,6464070,6552960,49,55467.58,843.9,488.35,405.9,335.9,public-candle-OI
2026-09-24T14:51:30+05:30,BANKNIFTY,2026-09-29,55561.95,55600,0.9433,7191690,6784110,50,55443.68,722.8,417.85,504.0,323.8,public-candle-OI
2026-09-24T15:10:17+05:30,BANKNIFTY,2026-09-29,55524.7,55500,1.0334,6525960,6744210,50,55465.19,821.2,449.1,453.75,305.95,public-candle-OI
2026-09-24T15:28:58+05:30,BANKNIFTY,2026-09-29,55464.7,55500,1.0356,6324510,6549780,50,55472.04,821.2,454.0,453.75,291.25,public-candle-OI
2026-09-24T15:47:46+05:30,BANKNIFTY,2026-09-29,55438.5,55400,1.0784,5840340,6298380,49,55471.29,843.9,476.3,405.9,300.85,public-candle-OI
2026-09-25T14:15:14+05:30,BANKNIFTY,2026-09-29,55628.95,55600,1.0994,7589700,8343900,50,55510.49,484.95,401.1,489.95,225.0,public-candle-OI
2026-09-25T14:33:14+05:30,BANKNIFTY,2026-09-29,55698.45,55700,1.11,7768050,8622660,50,55560.74,419.95,375.05,442.4,222.85,public-candle-OI
2026-09-25T14:50:52+05:30,BANKNIFTY,2026-09-29,55596.8,55600,1.1569,7432590,8598690,50,55601.42,484.95,377.4,489.95,219.95,public-candle-OI
2026-09-25T15:08:36+05:30,BANKNIFTY,2026-09-29,55500.65,55500,1.1608,6977460,8099490,50,55623.6,554.85,400.0,364.35,210.1,public-candle-OI
